Designator,Mid X,Mid Y,Rotation,Layer
H1,156.44,-96.97,0.0,top
H2,119.12,-96.97,0.0,top
J1,150.9,-51.57,180.0,top
J2,125.0975,-51.6125,180.0,top
TR1,150.84,-69.12,0.0,top
TR3,125.08,-69.03,0.0,top
TR4,136.9775,-88.8475,180.0,top
